808,0
809,0
810,1
811,0
812,0
813,0
814,0
815,3
816,0
817,0
818,0
819,0
820,0
821,1
822,0
823,1
824,0
825,1
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,1
834,1
835,1
836,0
837,4
838,0
839,1
840,1
841,0
842,0
843,0
844,1
845,2
846,0
847,1
848,1
849,4
850,0
851,3
852,1
853,0
854,0
855,2
856,2
857,0
858,2
859,1
860,1
861,2
862,0
863,1
864,0
865,1
866,1
867,2
868,2
869,0
870,2
871,0
872,1
873,0
874,1
875,0
876,1
877,2
878,0
879,0
880,1
881,0
882,0
883,0
884,0
885,1
886,0
887,1
888,2
889,1
890,0
891,2
892,0
893,1
894,0
895,0
896,0
897,0
898,0
899,0
900,1
901,0
902,0
903,1
904,2
905,2
906,0
907,1
908,2
909,0
910,1
911,0
912,0
913,1
914,0
915,0
916,1
917,1
918,1
919,1
920,0
921,1
922,1
923,0
924,1
925,1
926,0
927,2
928,0
929,0
930,1
931,1
932,0
933,0
934,1
935,2
936,2
937,2
938,0
939,2
940,0
941,0
942,1
943,0
944,0
945,1
946,1
947,2
948,1
949,0
950,0
951,0
952,1
953,2
954,0
955,0
956,2
957,0
958,3
959,1
960,0
961,1
962,0
963,0
964,0
965,0
966,0
967,0
968,2
969,2
970,0
971,1
972,0
973,0
974,2
975,1
976,0
977,0
978,1
979,1
980,2
981,0
982,0
983,0
984,0
985,0
986,0
987,2
988,0
989,0
990,1
991,1
992,0
993,1
994,0
995,0
996,1
997,0
998,3
999,0
1000,0
